tweet,sentiment
the new policy will take effect from next month,neutral
"This made my day so much better, thank you! 🙌",positive
"Great customer service, very helpful and friendly staff 🙌",positive
Reading about the latest technology developments #trending,neutral
the quarterly report will be released next week,neutral
Amazing product! Highly recommend to everyone! 🙌,positive
"so frustrated with this company, no response to emails",negative
"Terrible quality for such a high price, not worth it #trending",negative
RT: The quarterly report will be released next week,neutral
"Awful food, cold and tasteless, total disappointment",negative
"Love this app, makes my life so much easier! #trending",positive
Reviewing the terms and conditions of the service #trending,neutral
"This made my day so much better, thank you! 🙌",positive
The new model comes with updated specifications,neutral
"RT: The worst movie I have ever watched, total waste of time",negative
RT: Grateful for amazing friends and family today 💕,positive
Reading about the latest technology developments,neutral
"complete failure, nothing works as advertised",negative
Just woke up and checking the news #trending,neutral
Attended a conference on machine learning today #trending,neutral
Reviewing the terms and conditions of the service,neutral
"The worst movie I have ever watched, total waste of time #trending",negative
"Great customer service, very helpful and friendly staff #trending",positive
Reading about the latest technology developments #trending,neutral
"Broken on arrival, no return policy, total scam",negative
"RT: Awful food, cold and tasteless, total disappointment",negative
"horrible app, keeps crashing every 5 minutes",negative
"Disgusting behavior from staff, very rude and unhelpful",negative
Heading to the office today for some meetings #trending,neutral
attended a conference on machine learning today,neutral
"Worst experience ever, will never come back again",negative
"horrible app, keeps crashing every 5 minutes",negative
Comparing different plans before making a decision,neutral
Traffic was normal today on the highway,neutral
RT: Comparing different plans before making a decision,neutral
RT: Just woke up and checking the news,neutral
"This ruined my entire day, absolutely unacceptable #trending",negative
"awful food, cold and tasteless, total disappointment",negative
RT: So excited for the weekend! Plans are amazing,positive
Fed up with these constant delays and poor service #trending,negative
"RT: Brilliant solution to a complex problem, well done!",positive
Attended a conference on machine learning today,neutral
grateful for amazing friends and family today 💕,positive
Comparing different plans before making a decision,neutral
"This is absolutely wonderful, exceeded all my expectations!",positive
"the new update is incredible, so many great features",positive
"RT: Thrilled with the results, hard work pays off!",positive
Watched a documentary about climate change last night #trending,neutral
RT: Delivery was late and the package was damaged,negative
"this is absolutely unacceptable, i want a refund",negative
"so happy with my purchase, fast delivery too!",positive
"RT: Awful food, cold and tasteless, total disappointment",negative
RT: The package is expected to arrive in 3-5 business days,neutral
"So frustrated with this company, no response to emails",negative
The store closes at 9pm on weekdays #trending,neutral
"Just finished an amazing book, totally recommend it! #trending",positive
life is good when you have great people around you,positive
"RT: Disgusting behavior from staff, very rude and unhelpful",negative
